city,country,lat,lon,temp,temp_min,temp_max,pressure,humidity,cloudiness,wind_speed,timestamp
champerico,GT,14.3,-91.9167,305.23,303.0,305.8,1010,72,36,2.87,1627420489
petropavlovsk-kamchatskiy,RU,53.0452,158.6483,291.48,291.48,291.48,1004,77,20,4.0,1627420489
caraballeda,VE,10.6112,-66.8522,302.19,302.19,302.19,1014,79,40,1.03,1627420490
carauari,BR,-4.8828,-66.8958,307.48,307.48,307.48,1008,38,32,0.39,1627420377
buraydah,SA,26.326,43.975,308.34,308.34,308.34,1000,15,2,4.65,1627420491
sept-iles,CA,50.2001,-66.3821,292.62,292.62,293.29,1005,75,59,2.24,1627420492
hualmay,PE,-11.0964,-77.6139,292.59,292.59,292.59,1014,77,30,4.18,1627420492
tocopilla,CL,-22.092,-70.1979,290.98,290.98,290.98,1017,64,19,4.55,1627420270
vardo,NO,70.3705,31.1107,282.26,281.01,282.26,1016,88,80,5.53,1627420493
wanxian,CN,30.8039,108.3897,298.29,298.29,298.29,1000,94,72,0.51,1627420495
mackay,AU,-21.15,149.2,287.42,287.42,288.73,1019,75,88,1.14,1627420495
cidreira,BR,-30.1811,-50.2056,283.89,283.89,283.89,1017,53,64,8.39,1627420496
upington,ZA,-28.4478,21.2561,287.33,287.33,287.33,1020,30,0,6.32,1627420497
bitung,ID,1.4451,125.1824,297.62,297.62,297.62,1009,85,22,7.07,1627420498
hasaki,JP,35.7333,140.8333,296.37,295.53,296.37,1001,82,60,6.84,1627420498
dingle,IE,52.1408,-10.2689,288.29,288.29,288.29,1010,80,90,3.93,1627420499
gejiu,CN,23.306,103.1635,287.36,287.36,287.36,1003,91,81,0.9,1627420500
virginia beach,US,36.8529,-75.978,303.3,301.49,305.95,1014,74,40,4.12,1627419893
road town,VG,18.4167,-64.6167,303.09,300.37,303.17,1016,74,40,3.6,1627420500
luderitz,NA,-26.6481,15.1594,286.83,286.83,286.83,1021,75,0,4.49,1627420502
sambava,MG,-14.2667,50.1667,292.85,292.85,292.85,1020,81,82,4.61,1627420503
yizheng,CN,24.6706,103.4296,288.25,288.25,288.25,1004,94,18,0.82,1627420504
caravelas,BR,-17.7125,-39.2481,295.75,295.75,295.75,1016,83,4,4.02,1627420504
yarmouth,CA,43.8335,-66.1156,295.39,292.01,295.81,1011,74,28,3.97,1627420505
tongchuan,CN,35.0806,109.0897,296.95,296.95,296.95,1003,55,100,1.38,1627420506
tsevie,TG,6.4261,1.2133,297.4,297.4,297.4,1014,73,98,4.06,1627420507
tobol,KZ,52.6844,62.5794,289.23,289.23,289.23,1012,52,31,3.37,1627420507
kaitangata,NZ,-46.2817,169.8464,282.55,282.55,282.55,1012,64,71,1.95,1627420508
sulangan,PH,11.1373,123.7228,301.87,301.87,301.87,1006,73,98,6.74,1627420509
portland,AU,-38.3333,141.6,283.64,283.64,283.64,994,77,17,10.1,1627420510
klaksvik,FO,62.2266,-6.589,284.66,284.66,284.66,1007,96,93,5.2,1627420510
moron,MN,47.3825,110.3165,286.97,286.97,286.97,1005,88,42,1.28,1627420511
marsa matruh,EG,31.3525,27.2453,298.81,298.81,298.81,1012,73,0,3.34,1627420512
san cristobal,EC,-0.9045,-89.6174,295.96,295.96,295.96,1012,75,1,5.32,1627420512
the pas,CA,53.8251,-101.2541,298.16,298.16,298.16,1011,57,75,5.02,1627420513
sao filipe,CV,14.8961,-24.4956,296.73,296.73,296.73,1014,81,22,2.33,1627420514
key largo,US,25.0865,-80.4473,303.63,303.14,305.15,1016,64,0,4.41,1627420274
vila velha,BR,-20.3297,-40.2925,299.24,296.12,299.24,1014,70,0,6.17,1627420285
tera,NE,14.0078,0.7531,300.78,300.78,300.78,1011,66,99,3.36,1627420515
marsaxlokk,MT,35.8419,14.5431,299.49,299.49,300.97,1017,69,0,1.03,1627420515
farafangana,MG,-22.8167,47.8333,290.52,290.52,290.52,1024,87,97,2.98,1627420516
dunedin,NZ,-45.8742,170.5036,283.04,283.04,283.04,1013,72,8,7.6,1627420517
bogorodskoye,RU,56.55,37.8833,292.47,292.47,292.47,1018,62,67,0.94,1627420518
neiafu,TO,-18.65,-173.9833,298.53,298.53,298.53,1015,78,75,2.06,1627420518
mogadishu,SO,2.0371,45.3438,297.96,297.96,297.96,1014,84,95,8.89,1627420519
victor harbor,AU,-35.5667,138.6167,285.92,285.22,286.2,997,75,2,0.45,1627420519
awbari,LY,26.5921,12.7805,304.1,304.1,304.1,1012,16,2,4.24,1627420521
lebu,CL,-37.6167,-73.65,282.39,282.39,282.39,1027,74,0,10.86,1627420522
kizilskoye,RU,52.7255,58.8937,288.54,288.54,288.54,1013,52,68,2.31,1627420523
chuy,UY,-33.6971,-53.4616,280.18,280.18,280.18,1017,64,15,7.15,1627420523
onega,RU,63.9061,38.1404,283.54,283.54,283.54,1018,71,12,1.86,1627420524
maine-soroa,NE,13.2114,12.0241,299.6,299.6,299.6,1012,68,96,2.99,1627420525
ndele,CF,8.4109,20.6473,293.68,293.68,293.68,1014,94,99,1.76,1627420526
xining,CN,36.6167,101.7667,283.57,283.57,283.57,1012,75,48,1.14,1627420403
caconda,AO,-13.7333,15.0667,287.01,287.01,287.01,1018,25,0,1.37,1627420527
te anau,NZ,-45.4167,167.7167,279.08,279.08,279.08,1013,90,15,1.17,1627420527
teguise,ES,29.0605,-13.564,294.27,294.27,294.27,1014,68,75,6.69,1627420528
saint-pierre,PM,46.7654,-56.1695,289.13,288.77,289.13,1012,100,90,7.58,1627420529
saint-georges,GF,3.9,-51.8,298.58,298.58,298.58,1011,90,62,1.81,1627420530
rafai,CF,4.95,23.9167,295.38,295.38,295.38,1013,79,100,0.9,1627420531
necochea,AR,-38.5473,-58.7368,282.06,282.06,282.06,1018,70,55,10.71,1627420532
ukiah,US,39.1502,-123.2078,300.44,290.49,305.62,1016,24,1,2.06,1627420389
sioux lookout,CA,50.1001,-91.917,300.89,300.89,300.89,1014,27,3,3.46,1627420485
faanui,PF,-16.4833,-151.75,298.76,298.76,298.76,1016,73,27,3.47,1627420534
gigmoto,PH,13.7796,124.39,300.76,300.76,300.76,1004,83,100,6.85,1627420534
cockburn town,TC,21.4612,-71.1419,303.13,303.13,303.13,1017,66,40,5.14,1627420535
monrovia,LR,6.3005,-10.7969,297.02,297.02,297.02,1014,79,100,5.41,1627420315
georgetown,SH,-7.9333,-14.4167,298.51,298.51,298.51,1016,65,40,7.2,1627420536
adrar,DZ,25.75,-1.0,312.16,312.16,312.16,1004,8,1,5.0,1627420536
harper,LR,4.375,-7.7169,297.75,297.75,297.75,1015,78,100,4.05,1627420538
srednekolymsk,RU,67.45,153.6833,277.29,277.29,277.29,1013,90,100,5.02,1627420538
barra patuca,HN,15.8,-84.2833,302.51,302.51,302.51,1012,68,44,5.1,1627420539
egvekinot,RU,66.3167,-179.1667,278.08,278.08,278.08,992,90,100,4.78,1627420539
havre-saint-pierre,CA,50.2334,-63.5986,291.35,286.15,291.35,1007,82,20,7.2,1627420539
kamenka,RU,51.3223,42.7678,290.53,290.53,290.53,1018,76,5,2.17,1627420508
ossora,RU,59.2353,163.0719,288.55,288.55,288.55,1000,71,97,2.83,1627420397
taoudenni,ML,22.6783,-3.9836,313.88,313.88,313.88,1003,6,30,4.53,1627420541
pringsewu,ID,-5.3582,104.9744,293.14,293.14,293.14,1011,85,19,1.05,1627420541
henties bay,NA,-22.116,14.2845,288.07,288.07,288.07,1018,78,0,3.88,1627420436
fuling,CN,29.7022,107.3919,297.86,297.86,297.86,1000,93,100,1.13,1627420543
den helder,NL,52.9599,4.7593,289.62,289.14,290.92,1008,94,75,4.02,1627420544
san felipe,MX,21.4833,-101.2167,298.0,297.27,298.0,1014,32,96,6.48,1627420325
bosaso,SO,11.2842,49.1816,304.82,304.82,304.82,1005,40,9,10.45,1627420308
arman,RU,59.7,150.1667,284.61,284.61,284.61,1006,83,100,4.69,1627420547
san lorenzo,AR,-28.1331,-58.7673,285.89,285.89,285.89,1025,33,0,2.51,1627420548
abnub,EG,27.2696,31.1511,303.28,303.28,303.28,1008,21,0,4.44,1627420548
wielun,PL,51.221,18.5696,291.42,291.42,291.42,1014,64,99,2.24,1627420549
xuddur,SO,4.1213,43.8894,295.96,295.96,295.96,1014,69,100,9.13,1627420549
zhanaozen,KZ,43.3,52.8,298.74,298.74,298.74,1011,27,87,10.02,1627420551
ixtapa,MX,20.7,-105.2,304.72,304.72,304.94,1011,66,20,5.14,1627420551
paveh,IR,35.0434,46.3565,299.21,299.21,299.21,1004,24,2,1.01,1627420534
phalaborwa,ZA,-23.943,31.1411,284.75,284.75,284.75,1025,55,0,1.27,1627420552
udimskiy,RU,61.1417,45.9144,280.86,280.86,280.86,1017,90,8,1.04,1627420553
torata,PE,-17.0769,-70.8433,290.75,290.75,290.75,1016,29,3,3.24,1627420554
garissa,KE,-0.4536,39.6401,296.23,296.23,296.23,1016,67,63,9.39,1627420556
sur,OM,22.5667,59.5289,307.26,307.26,307.26,993,49,100,8.74,1627420557
lincoln,NZ,-43.65,172.4833,277.0,275.31,281.81,1012,89,4,1.03,1627420559
chokurdakh,RU,70.6333,147.9167,275.86,275.86,275.86,1018,79,100,5.73,1627420560
aklavik,CA,68.2191,-135.0107,289.15,289.15,289.61,1008,77,90,1.03,1627420561
kota belud,MY,6.351,116.4305,300.07,300.07,300.07,1008,80,83,2.57,1627420562
voi,KE,-3.3945,38.563,292.26,292.26,292.26,1018,81,28,5.24,1627420563
beyneu,KZ,45.3167,55.2,300.36,300.36,300.36,1012,19,98,7.15,1627420565
santa isabel,CO,4.7142,-75.098,289.96,289.96,289.96,1014,72,80,1.94,1627420565
naze,JP,28.3667,129.4833,298.04,298.04,298.04,1001,86,100,5.04,1627420567
vilhena,BR,-12.7406,-60.1458,300.27,300.27,300.27,1015,61,0,7.2,1627420569
tilichiki,RU,60.4667,166.1,284.78,284.78,284.78,997,82,94,5.28,1627420569
shache,CN,38.4167,77.2406,302.06,302.06,302.06,995,26,55,2.15,1627420570
iwanai,JP,42.9744,140.5089,294.84,294.84,294.84,1006,90,50,2.59,1627420571
manggar,ID,-2.8833,108.2667,299.86,299.86,299.86,1009,77,51,4.6,1627420571
lalibela,ET,12.0333,39.0333,286.39,286.39,286.39,1017,95,100,1.5,1627420572
lorengau,PG,-2.0226,147.2712,301.07,301.07,301.07,1010,75,4,2.02,1627420574
luanda,AO,-8.8368,13.2343,295.15,295.15,295.15,1013,88,40,3.09,1627420574
thompson,CA,55.7435,-97.8558,298.24,298.24,298.24,1007,47,75,3.6,1627420575
brae,GB,60.3964,-1.353,286.1,286.1,286.1,1008,93,46,1.83,1627420576
buta,CD,2.7858,24.73,294.83,294.83,294.83,1013,96,100,0.91,1627420577
lompoc,US,34.6391,-120.4579,295.82,291.55,304.23,1016,69,40,6.69,1627420359
norman wells,CA,65.282,-126.8329,294.17,294.17,294.17,1011,46,75,2.06,1627420577
nabire,ID,-3.3667,135.4833,297.87,297.87,297.87,1010,87,100,1.5,1627420579
mukono,UG,0.3533,32.7553,290.58,290.58,290.58,1015,75,31,0.75,1627420580
nueva guinea,NI,11.6876,-84.4562,299.09,299.09,299.09,1011,84,100,4.6,1627420581
pakaur,IN,24.6333,87.85,301.14,301.14,301.14,995,86,100,1.24,1627420583
sechura,PE,-5.5569,-80.8222,298.23,298.23,298.23,1011,60,14,6.88,1627420584
killarney,CA,49.1833,-99.6636,301.53,301.53,302.0,1011,19,100,4.72,1627420584
verkhnevilyuysk,RU,63.4453,120.3167,289.18,289.18,289.18,1010,69,18,1.3,1627420586
verkhniy mamon,RU,50.1635,40.3832,293.27,293.27,293.27,1019,54,2,1.83,1627420587
hamilton,BM,32.2915,-64.778,300.93,300.93,301.17,1017,83,75,3.58,1627420587
katangli,RU,51.7102,143.2326,291.51,291.51,291.51,1005,95,100,1.31,1627420482
jumla,NP,29.2747,82.1838,291.31,291.31,291.31,1004,96,95,0.41,1627420589
baisha,CN,26.5222,110.9311,297.45,297.45,297.45,1000,83,7,0.57,1627420589
malanje,AO,-9.5402,16.341,291.26,291.26,291.26,1016,23,78,1.42,1627420590
shirhatti,IN,15.2333,75.5833,294.38,294.38,294.38,1008,89,99,7.04,1627420592
bolobo,CD,-2.1667,16.2333,297.22,297.22,297.22,1011,33,12,1.79,1627420592
noumea,NC,-22.2763,166.4572,293.71,288.14,293.71,1021,99,48,5.01,1627420552
kotelnich,RU,58.3089,48.348,282.83,282.83,282.83,1017,76,16,1.65,1627420593
kutum,SD,14.2,24.6667,295.77,295.77,295.77,1013,75,87,3.55,1627420594
kununurra,AU,-15.7667,128.7333,291.14,291.14,291.14,1012,88,8,0.0,1627420488
stornoway,GB,58.2093,-6.3865,285.13,285.13,285.33,1007,94,75,2.57,1627420596
wilmington,US,34.2257,-77.9447,302.41,300.29,304.23,1014,82,99,4.66,1627420025
jiaozuo,CN,35.2397,113.2331,298.35,298.35,298.35,1000,87,65,1.14,1627420597
cajnice,BA,43.5575,19.0711,297.6,293.04,297.6,1020,58,3,1.69,1627420598
ondjiva,AO,-17.0667,15.7333,286.66,286.66,286.66,1019,30,3,3.53,1627420598
lagoa,PT,39.05,-27.9833,295.08,295.08,295.08,1028,85,100,4.79,1627420598
san andres,CO,12.5847,-81.7006,303.16,303.16,303.16,1012,74,75,3.09,1627420599
lecce,IT,40.2167,18.1667,300.65,299.18,301.96,1016,71,0,1.54,1627420600
kabompo,ZM,-13.5927,24.2008,284.58,284.58,284.58,1020,46,87,2.4,1627420600
erzin,RU,50.261,95.1623,289.26,289.26,289.26,1002,79,100,1.15,1627420601
sitrah,BH,26.1547,50.6206,309.88,307.27,311.13,991,63,1,2.57,1627420602
seybaplaya,MX,19.65,-90.6667,304.85,304.85,304.85,1011,60,43,5.62,1627420602
barquisimeto,VE,10.0739,-69.3228,300.5,300.5,300.5,1014,74,93,4.63,1627420603
havre,US,48.55,-109.6841,311.23,304.31,311.3,1013,10,1,5.14,1627420604
hun,LY,29.1268,15.9477,301.54,301.54,301.54,1014,34,0,6.89,1627420605
yahotyn,UA,50.2798,31.7625,293.1,293.1,293.1,1017,66,93,3.22,1627420606
nome,US,64.5011,-165.4064,283.19,282.65,283.19,1004,93,90,5.66,1627420607
ilhabela,BR,-23.7781,-45.3581,297.5,297.5,297.5,1010,57,23,1.51,1627420608
tigil,RU,57.8,158.6667,286.62,286.62,286.62,1005,88,100,2.04,1627420611
haputale,LK,6.7681,80.9595,290.96,290.96,290.96,1010,75,100,2.67,1627420612
staryy nadym,RU,65.6118,72.6842,284.58,284.58,284.58,1000,59,86,6.46,1627420612
fort nelson,CA,58.8053,-122.7002,293.92,293.92,293.92,1014,56,75,2.57,1627420613
olafsvik,IS,64.8945,-23.7142,283.94,283.94,283.94,1015,85,99,6.54,1627420613
touros,BR,-5.1989,-35.4608,298.65,298.65,298.65,1014,80,0,6.28,1627420614
batagay,RU,67.6333,134.6333,281.87,281.87,281.87,1015,64,1,3.9,1627420615
minbu,MM,20.1833,94.8833,297.77,297.77,297.77,1001,92,100,6.02,1627420616
chapais,CA,49.7834,-74.8492,289.03,289.03,289.03,1016,42,100,3.15,1627420616
mega,ET,4.05,38.3,288.03,288.03,288.03,1016,72,97,4.97,1627420617
trairi,BR,-3.2778,-39.2689,298.75,298.75,298.75,1012,76,26,5.26,1627420569
kushima,JP,31.4583,131.2333,295.44,295.44,295.88,1003,87,0,1.11,1627420617
comodoro rivadavia,AR,-45.8667,-67.5,282.07,282.07,282.07,1032,76,0,0.0,1627420485
batagay-alyta,RU,67.8006,130.4114,281.28,281.28,281.28,1018,67,18,5.17,1627420618
fernie,CA,49.5,-115.0687,304.72,302.2,305.53,1011,14,100,3.61,1627420530
labuhan,ID,-6.8844,112.2051,295.94,295.94,295.94,1011,88,9,2.67,1627420619
maceio,BR,-9.6658,-35.7353,296.84,296.84,296.84,1015,88,75,1.54,1627420620
zelenoborsk,RU,61.4669,64.0333,280.39,280.39,280.39,1005,75,70,2.2,1627420621
effium,NG,6.6292,8.0593,296.32,296.32,296.32,1014,79,68,1.78,1627420622
seinajoki,FI,62.7945,22.8282,292.89,291.47,295.01,1012,52,0,0.45,1627420622
baykit,RU,61.67,96.37,290.97,290.97,290.97,1002,91,100,1.16,1627420623
eureka,US,40.8021,-124.1637,288.77,287.36,289.22,1016,93,100,0.45,1627420397
mezen,RU,65.8522,44.24,280.11,280.11,280.11,1016,84,86,3.12,1627420625
altamira,BR,-3.2033,-52.2064,304.2,304.2,304.2,1011,55,0,0.0,1627420625
svetlaya,RU,46.5389,138.3297,293.87,293.87,293.87,1006,88,73,0.28,1627420626
penzance,GB,50.1186,-5.5371,288.96,287.46,289.53,1011,81,2,8.79,1627420627
taltal,CL,-25.4,-70.4833,288.56,288.56,288.56,1018,70,11,2.53,1627420628
colac,AU,-38.3333,143.5833,283.62,282.64,285.61,995,88,81,8.23,1627420389
stokmarknes,NO,68.5646,14.9108,289.98,289.47,290.65,1015,96,10,2.42,1627420628
zeya,RU,53.75,127.2667,290.98,290.98,290.98,1003,96,96,1.88,1627420630
cartagena,CO,10.3997,-75.5144,301.94,301.94,301.94,1010,84,75,2.57,1627420475
zyryanka,RU,65.75,150.85,282.02,282.02,282.02,1014,63,100,5.77,1627420633
ust-maya,RU,60.4167,134.5333,290.44,290.44,290.44,1004,72,0,0.6,1627420633
itacare,BR,-14.2775,-38.9967,297.09,297.09,297.09,1016,82,3,2.38,1627420634
zhigansk,RU,66.7697,123.3711,284.12,284.12,284.12,1011,70,10,6.77,1627420634
nemuro,JP,43.3236,145.575,290.86,290.86,290.86,1009,96,99,3.57,1627420635
leh,IN,34.1667,77.5833,290.53,290.53,290.53,1004,60,100,1.46,1627420636
beloha,MG,-25.1667,45.05,289.39,289.39,289.39,1026,77,0,5.54,1627420636
zemio,CF,5.0314,25.1361,294.01,294.01,294.01,1014,93,87,0.3,1627420637
provideniya,RU,64.3833,-173.3,282.21,282.21,282.21,996,93,90,5.0,1627420637
tartus,SY,34.889,35.8866,300.31,299.49,300.31,1007,71,0,1.32,1627420638
ambilobe,MG,-13.2,49.05,292.24,292.24,292.24,1018,84,10,1.56,1627420639
havoysund,NO,70.9963,24.6622,281.64,281.64,281.64,1018,92,17,3.43,1627420640
toguchin,RU,55.2353,84.3858,287.64,287.64,287.64,1009,62,100,2.25,1627420642
nerchinskiy zavod,RU,51.3088,119.61,286.47,286.47,286.47,1005,97,44,0.64,1627420643
muroto,JP,33.2833,134.15,299.42,299.42,299.42,1002,74,61,1.9,1627420645
moissala,TD,8.3404,17.7663,293.94,293.94,293.94,1014,99,100,0.77,1627420646
hambantota,LK,6.1241,81.1185,300.05,300.05,300.05,1008,78,100,8.31,1627420647
jalu,LY,29.0331,21.5482,304.02,304.02,304.02,1012,24,0,3.18,1627420647
kindu,CD,-2.95,25.95,297.06,297.06,297.06,1011,43,22,0.92,1627420648
boa esperanca do sul,BR,-21.9925,-48.3908,299.35,299.35,299.35,1010,30,18,2.15,1627420649
desbiens,CA,48.4178,-71.9495,291.5,290.77,291.51,1014,55,47,4.58,1627420649
cabo san lucas,MX,22.8909,-109.9124,306.67,300.45,310.82,1013,62,1,7.72,1627420651
back mountain,US,41.3359,-75.9963,302.54,301.07,304.28,1012,52,17,3.4,1627420558
araguari,BR,-18.6472,-48.1872,299.31,299.31,299.31,1013,30,5,1.58,1627420654
nampa,US,43.5407,-116.5635,308.97,306.96,310.75,1014,24,1,2.06,1627420654
iqaluit,CA,63.7506,-68.5145,285.76,285.76,286.0,1008,50,90,4.02,1627420655
tuatapere,NZ,-46.1333,167.6833,282.49,282.49,282.49,1012,92,8,1.34,1627420656
colchester,US,44.5439,-73.1479,290.45,289.58,291.25,1014,93,90,2.06,1627420657
marienburg,SR,5.8469,-55.0216,301.85,300.23,302.14,1010,70,40,3.09,1627420658
saint-joseph,RE,-21.3667,55.6167,291.74,291.04,292.36,1022,79,41,5.54,1627420658
ulcinj,ME,41.9294,19.2244,302.27,302.27,302.27,1016,45,8,2.15,1627420659
lubango,AO,-14.9172,13.4925,286.56,286.56,286.56,1019,38,34,1.93,1627420660
akdepe,TM,42.0551,59.3788,299.15,299.15,299.15,1008,27,0,3.73,1627420660
jiexiu,CN,37.0244,111.9125,296.06,296.06,296.06,1003,76,99,0.5,1627420661
narsaq,GL,60.9167,-46.05,284.27,284.27,284.27,1022,66,62,3.4,1627420662
bucerias,MX,20.75,-105.3333,305.14,305.14,305.92,1011,66,20,5.14,1627420427
acapetahua,MX,15.2833,-92.7,305.15,305.15,305.15,1011,74,90,2.13,1627420663
samoylovka,RU,51.184,43.7081,290.7,290.7,290.7,1018,70,5,1.82,1627420666
dabola,GN,10.75,-11.1167,296.02,296.02,296.02,1014,96,99,1.95,1627420666
bilma,NE,18.6853,12.9164,304.11,304.11,304.11,1010,47,98,6.58,1627420669
karabuk,TR,41.2049,32.6277,293.07,293.07,293.07,1020,76,0,0.55,1627420669
oktyabrskoye,RU,43.0645,44.7417,286.12,286.12,286.23,1020,100,100,3.0,1627420670
praya,ID,-8.7054,116.2704,294.07,294.07,294.07,1012,94,20,0.0,1627420670
rabak,SD,13.1809,32.74,299.14,299.14,299.14,1011,70,100,6.05,1627420671
cap malheureux,MU,-19.9842,57.6142,293.41,293.41,293.42,1019,90,58,2.24,1627420673
constitucion,CL,-35.3333,-72.4167,285.14,285.14,285.14,1023,59,0,4.61,1627420674
kiama,AU,-34.6833,150.8667,286.89,284.86,288.47,1007,59,83,3.58,1627420675
axim,GH,4.8699,-2.2405,297.62,297.62,297.62,1015,81,99,3.41,1627420526
wattegama,LK,6.7989,81.4808,299.05,299.05,299.05,1007,70,100,2.87,1627420676
russas,BR,-4.9403,-37.9758,300.03,300.03,300.03,1012,68,19,4.66,1627420677
nanakuli,US,21.3906,-158.1547,302.91,301.12,304.12,1017,51,1,5.14,1627420678
the valley,AI,18.217,-63.0578,302.39,301.54,303.07,1016,70,40,6.17,1627420679
ulety,RU,51.3572,112.4849,285.0,285.0,285.0,1006,96,11,0.32,1627420679
gamba,GA,-2.65,10.0,295.62,295.62,295.62,1015,90,95,3.18,1627420681
kalakamati,BW,-20.5929,27.3121,282.41,282.41,282.41,1025,46,0,3.43,1627420682
hondo,US,29.3475,-99.1414,308.18,305.94,309.97,1016,32,1,3.09,1627420682
foumban,CM,5.7291,10.9001,291.05,291.05,291.05,1015,92,87,0.99,1627420684
kalmunai,LK,7.4167,81.8167,300.73,300.73,300.73,1007,70,100,2.73,1627420447
mitu,CO,1.1983,-70.1733,298.31,298.31,298.31,1010,94,100,0.43,1627420567
hohhot,CN,40.8106,111.6522,289.31,289.31,289.31,1009,82,0,2.0,1627420688
ternate,ID,0.8,127.4,300.32,300.32,300.32,1010,81,54,3.73,1627420689
westport,IE,53.8,-9.5167,287.63,285.8,288.05,1009,89,26,1.73,1627420690
inongo,CD,-1.95,18.2667,295.21,295.21,295.21,1011,42,8,1.46,1627420690
zhangjiakou,CN,40.81,114.8794,293.47,293.47,293.47,1005,89,100,0.84,1627420690
kitimat,CA,54.0524,-128.6534,293.66,293.36,293.66,1018,59,98,1.25,1627420691
abengourou,CI,6.7297,-3.4964,294.38,294.38,294.38,1014,98,84,1.5,1627420692
maragogi,BR,-9.0122,-35.2225,296.92,296.92,296.92,1015,85,27,3.15,1627420692
mayo,CA,63.5927,-135.8998,295.15,295.15,295.15,1012,28,75,0.0,1627420694
bathsheba,BB,13.2167,-59.5167,301.49,301.49,301.49,1012,69,20,8.23,1627420695
nhulunbuy,AU,-12.2333,136.7667,293.49,293.49,293.49,1013,94,68,0.0,1627420696
igarka,RU,67.4667,86.5833,285.19,285.19,285.19,998,93,100,3.6,1627420696
majene,ID,-3.5403,118.9707,297.13,297.13,297.13,1010,89,36,4.88,1627420698
roma,AU,-26.5833,148.7833,284.1,284.1,284.1,1017,86,0,6.61,1627420699
victoria,SC,-4.6167,55.45,298.74,298.74,298.74,1013,73,20,4.63,1627420701
salamiyah,SY,35.0113,37.0532,299.15,299.15,299.15,1007,49,0,3.73,1627420702
sanary-sur-mer,FR,43.1178,5.8001,296.38,294.06,298.64,1014,70,5,0.45,1627420704
podyuga,RU,61.095,40.8647,283.33,283.33,283.33,1019,75,51,1.29,1627420704
lethem,GY,3.3803,-59.7968,302.7,302.7,302.7,1010,71,32,1.58,1627420705
flores,BR,-7.8681,-37.9747,298.62,298.62,298.62,1014,57,70,6.5,1627420707
antalaha,MG,-14.9003,50.2788,292.07,292.07,292.07,1020,86,5,3.08,1627420710
tucuman,AR,-26.8241,-65.2226,287.15,287.15,287.15,1026,33,40,2.57,1627420595
